;s_1_1;s_1_2;s_1_3;s_2_1;s_3;s_4;s_5;s_6;s_7;s_8;s_9;s_10;s_11;s_12;s_13;s_14;s_15;s_16;s_17;s_18;s_19;s_20_1;s_20_2;s_20_3;s_20_4;s_20_5;s_20_6;s_20_7;s_20_8;s_20_9;s_20_10;s_20_11;s_20_12;s_172;s_22;s_23;s_24_1;s_24_2;s_24_3;s_24_4;s_24_5;s_24_6;s_24_7;s_24_8;s_24_9;s_24_10;s_24_11;s_24_12;s_24_13;s_24_14;s_24_15;s_24_16;s_25;s_26;s_27;s_28;s_29;s_30;s_31;s_32;s_33;s_34;s_35;s_37;s_39;s_40;s_41;s_42;s_43;s_44;s_45;s_46;s_47;s_48;s_49;s_50;s_51;s_52;s_53;s_54;s_55;s_56;s_57;s_58;s_59;s_60;s_61;s_62;s_63;s_64;s_65;s_66;s_67;s_68;s_69;s_70;s_71;s_72;s_73;s_74;s_75;s_76;s_77;s_78;s_79;s_80;s_81;s_83;s_113;s_114;s_115;s_185;s_184;s_116;s_187;s_188;s_190;s_133;s_134;s_135;s_136;s_137;s_138;s_139;s_140;s_141;s_142;lang;stato_1;stato_2;stato_3;stato_4;stato_5
1567;1;1;1;1;2;35;Colombia;5;1;2;1;1;6;1;1;6;6;6;6;6;15;1;0;1;1;0;1;0;0;0;0;1;0;NA;1;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;NA;6;5;5;2;1;1;6;2;2;2;2;2;2;2;1;1;5;5;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;4;3;1;1;1;1;1;6;2;1;1;1;1;4;1;6;1;6;NA;1;1;1;1;1;1;1;1;1;3;2;3;5;5;2;5;5;2;2;3;0;0;0;1;0
1568;1;1;1;1;1;32;Colombia;5;1;1;1;2;1;6;2;6;6;6;6;6;13;1;1;1;1;1;1;0;0;1;0;0;0;NA;1;5;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;3;NA;3;3;2;4;5;5;5;2;2;2;1;2;2;4;5;4;1;4;6;1;2;3;5;5;6;5;2;2;1;1;1;1;3;1;5;6;2;5;6;1;6;3;5;3;1;4;5;NA;2;2;6;5;6;NA;4;1;1;2;1;1;1;1;4;3;2;3;5;3;2;4;3;2;2;2;0;0;0;1;0
1569;1;1;1;1;2;61;Colombia;5;1;3;1;1;6;1;1;5;5;6;5;5;12;1;1;1;1;1;1;1;0;1;0;0;0;NA;2;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;3;tengo un hijo aislado totalmente por haber llegado del exterior;5;2;4;1;1;1;2;2;2;2;1;1;1;2;2;1;4;5;1;5;1;2;1;1;1;4;1;1;1;4;2;1;1;4;5;6;6;1;1;1;1;1;5;2;2;2;4;1;4;4;2;4;4;NA;2;1;1;1;1;1;1;1;1;3;2;2;5;5;3;5;4;2;2;3;0;0;0;1;0
1570;1;1;1;1;2;29;Colombia;4;1;1;1;1;5;2;4;5;5;5;4;5;20;1;1;1;1;0;1;1;0;0;0;1;0;NA;2;7;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;NA;5;5;5;1;1;4;1;2;2;2;2;2;2;4;4;4;2;4;4;4;1;4;5;4;4;4;4;5;4;5;2;2;4;2;5;5;5;2;5;5;5;4;4;4;5;5;5;4;4;4;3;5;2;NA;2;2;3;2;2;2;2;2;1;3;3;3;3;3;3;5;3;3;3;3;0;0;0;1;0
1571;1;1;1;1;2;33;Colombia;4;2;1;1;1;6;1;1;6;4;6;6;6;16;1;0;1;1;1;1;1;0;0;0;1;0;NA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;5;3;5;3;1;6;5;1;1;2;1;2;2;3;5;3;2;2;5;4;2;2;1;3;5;5;1;1;1;6;1;1;5;7;4;4;4;7;5;5;1;1;6;4;4;6;6;6;1;1;1;2;1;He sido trabajadora independiente los últimos años y trabajo desde casa pero desde que empezó el aislamiento no he trabajado, mis padres y mis suegros nos han ayudado económicamente;2;2;2;2;2;2;2;1;1;4;3;4;4;4;3;4;4;3;3;3;0;0;0;1;0
1572;1;1;1;1;2;26;Colombia;4;1;3;1;1;6;1;1;5;4;5;6;5;12;1;0;1;1;1;1;0;0;0;0;1;0;NA;1;5;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;NA;6;5;6;2;2;3;5;1;2;2;1;1;2;2;4;2;3;3;4;4;2;2;2;4;5;5;5;2;2;6;2;3;4;2;6;6;6;2;4;1;2;3;5;5;4;6;6;3;4;5;4;5;2;NA;2;1;1;2;2;1;2;2;1;2;3;5;4;4;3;3;3;3;3;3;0;0;0;1;0
1573;1;1;1;1;2;29;Colombia;4;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1574;1;1;1;1;2;41;Colombia;5;2;1;1;1;5;1;1;5;4;5;5;5;20;1;1;1;1;1;1;1;0;1;0;0;0;NA;2;5;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;2;NA;2;2;5;5;2;2;2;1;2;2;1;2;1;2;5;4;2;2;5;2;2;2;2;5;4;5;2;5;2;5;2;2;5;4;2;5;2;4;5;2;2;5;4;2;2;5;5;5;4;4;5;5;4;NA;2;1;NA;2;2;1;2;1;1;3;3;3;3;4;2;4;3;3;3;3;0;0;0;1;0
1575;1;1;1;1;2;30;Colombia;4;1;3;1;1;6;1;1;6;5;6;6;5;8;1;0;1;1;0;1;0;0;0;0;0;0;NA;1;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;NA;5;5;6;1;2;1;1;1;2;2;1;2;1;4;2;2;5;3;6;1;1;2;2;1;5;5;2;1;1;6;1;2;2;1;6;5;6;2;5;1;1;4;4;5;5;5;5;3;2;2;5;2;6;NA;2;2;4;4;4;2;2;1;1;3;4;4;3;4;4;4;3;5;2;3;0;0;0;1;0
1576;1;1;1;1;1;25;Colombia;4;1;1;1;1;6;1;1;6;2;6;6;6;15;1;1;1;1;0;1;1;0;1;0;1;0;NA;1;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4;NA;6;1;5;2;1;1;4;2;2;2;1;2;2;1;1;1;1;5;1;6;2;1;5;1;1;1;1;1;1;1;1;1;1;1;5;6;6;1;4;1;1;1;6;1;1;1;1;1;1;1;6;1;6;NA;1;1;1;1;1;1;1;1;1;1;1;2;5;5;2;5;3;1;1;3;0;0;0;1;0
1577;1;1;1;1;2;24;Colombia;4;2;4;1;1;6;1;1;6;6;6;6;6;16;1;1;1;1;1;1;1;0;1;0;1;0;NA;3;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;4;NA;6;5;5;2;2;1;4;1;2;2;1;2;2;5;5;5;4;4;4;3;4;5;4;2;4;4;4;4;2;1;6;5;6;5;2;7;1;6;5;2;4;2;6;5;4;1;1;6;5;5;2;6;1;NA;2;2;2;4;3;3;4;3;2;2;4;5;3;3;4;4;3;3;3;3;0;0;0;1;0
1578;1;1;1;1;2;21;Colombia;3;1;3;1;1;6;1;1;6;3;5;5;6;19;1;0;1;1;1;1;1;0;0;0;1;0;NA;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;NA;6;6;6;2;2;2;3;1;2;2;1;1;1;6;6;5;3;1;5;2;5;6;5;6;6;4;4;4;3;6;2;4;6;6;2;2;2;6;6;5;5;3;5;4;4;5;6;5;6;6;2;3;1;NA;3;3;4;4;2;3;2;2;1;2;5;5;2;3;5;3;2;5;5;3;0;0;0;1;0
1579;1;1;1;1;2;28;Colombia;4;2;3;1;1;5;1;4;6;5;6;6;6;12;1;1;1;1;1;1;0;0;0;0;1;0;NA;2;5;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;3;NA;4;4;6;4;2;1;4;2;2;2;2;2;2;1;4;2;2;4;4;3;1;1;1;1;4;4;1;1;1;4;1;1;1;1;6;5;5;1;1;1;1;4;3;2;2;6;5;5;4;1;4;4;5;NA;2;1;1;2;1;1;1;1;1;2;2;3;5;5;2;5;4;3;2;3;0;0;0;1;0
1580;1;1;1;1;2;30;Colombia;4;1;1;1;1;6;1;1;6;6;6;6;6;20;1;1;1;1;0;1;1;0;1;0;1;0;NA;1;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;NA;6;6;6;1;1;1;6;2;2;2;1;2;2;2;2;2;5;5;2;6;1;1;1;1;2;2;1;1;1;1;2;1;5;2;4;6;5;2;5;2;2;2;5;5;2;2;6;4;4;4;4;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1581;1;1;1;1;2;24;Colombia;2;2;1;1;1;6;1;1;2;2;5;6;5;12;0;0;0;1;1;1;1;0;0;0;0;0;NA;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;4;4;5;3;2;2;4;1;2;2;1;2;2;1;1;1;1;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;4;1;1;1;1;1;3;3;1;2;4;3;3;4;3;4;3;NA;1;1;2;1;1;1;1;1;1;1;3;2;3;4;1;4;3;2;2;3;0;0;0;1;0
1582;1;1;1;1;2;27;Colombia;4;1;1;1;3;6;1;1;5;4;6;6;6;15;1;0;1;1;0;1;0;0;1;0;1;0;NA;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;con todas las personas que hablo entre familia y amigos está afectada nuestra economía y estamos preocupados porque si no laburamos no tenemosdinero para responder por las obligaciones económicas;5;5;5;2;1;2;1;1;1;2;1;2;1;6;5;2;1;1;5;4;2;4;3;5;6;4;1;1;1;6;6;1;5;1;6;4;6;4;6;1;1;7;5;6;1;2;6;6;1;1;1;1;1;No estoy trabajando desde casa;2;2;3;2;2;1;1;1;1;2;1;3;5;4;2;5;5;3;3;3;0;0;0;1;0
1583;1;1;1;1;2;25;Colombia;8;2;2;1;1;6;1;1;4;1;5;4;6;15;0;0;0;1;0;1;0;0;0;0;1;1;pico y cedula restringiendo los dias que se puede salir a hacer las diligencias;3;3;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;3;NA;5;3;4;2;1;1;4;1;2;2;1;2;2;6;6;6;1;2;6;1;3;3;4;5;5;6;5;4;4;2;5;3;5;2;5;5;4;5;5;2;4;6;2;2;4;1;4;4;6;6;2;6;1;NA;4;4;3;3;3;3;3;2;2;3;4;5;3;3;4;3;2;4;4;3;0;0;0;1;0
1584;1;1;1;1;1;29;Colombia;5;1;3;1;1;6;1;1;5;2;6;6;6;21;1;1;0;1;1;1;1;0;0;0;0;0;NA;1;4;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;4;NA;5;2;4;1;1;5;6;2;2;2;1;2;2;4;5;1;6;5;5;6;4;2;2;1;1;1;1;1;2;5;1;1;2;1;6;7;7;1;2;1;1;2;7;2;2;2;3;1;1;2;6;1;5;NA;2;2;1;2;2;1;1;1;1;1;1;1;1;4;2;5;5;1;2;3;0;0;0;1;0
1585;1;1;1;1;1;41;Colombia;5;1;1;1;1;6;1;1;6;5;6;5;6;15;1;0;0;1;0;1;1;0;1;0;1;0;NA;1;4;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;3;NA;6;4;6;1;1;1;4;2;2;2;1;1;2;3;4;4;3;3;4;4;2;3;2;2;4;2;2;2;1;1;3;2;4;3;3;5;2;4;4;2;2;2;6;4;2;6;6;4;2;1;6;3;4;NA;1;2;1;2;1;2;2;1;1;2;3;3;4;3;2;3;3;3;3;3;0;0;0;1;0
1586;1;1;1;1;1;31;Denmark;5;1;3;1;3;5;4;5;4;1;6;5;4;20;1;0;1;1;1;1;1;0;0;0;0;0;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;5;3;2;4;3;1;1;2;1;2;1;2;2;1;1;1;6;6;1;3;3;4;4;4;2;4;3;4;1;1;1;1;1;1;6;7;6;1;1;1;1;7;7;1;1;1;1;1;1;6;2;4;NA;NA;1;1;2;1;1;1;1;1;1;1;2;1;5;4;2;5;5;1;1;4;0;0;0;1;0
1587;1;1;1;1;2;22;Colombia;2;1;3;1;1;6;1;1;6;6;6;6;6;12;1;0;1;1;1;1;0;0;0;0;1;0;NA;1;7;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;3;NA;5;5;5;2;1;2;5;1;2;2;1;2;2;5;6;4;3;3;6;3;1;4;7;6;6;4;7;4;2;7;7;5;5;3;7;7;5;5;6;2;7;4;3;1;1;5;4;2;6;4;4;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1588;1;1;1;1;2;28;Colombia;4;2;1;1;1;6;1;1;6;6;6;6;6;17;1;0;0;1;1;1;1;0;1;0;1;0;NA;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;el gobierno debería de implementar más estrategias de ayuda psicológica no solo a las personas que ya tengan el virus si no también a las personas con aislamientos sin tenerlo personas que por algún motivo perdieron su trabajo y no tienen fuentes de ingreso;6;6;6;1;1;1;6;1;2;2;1;1;1;6;6;4;1;3;6;4;5;5;4;5;6;6;5;5;5;6;2;5;6;5;3;5;4;6;6;4;6;1;6;6;6;6;6;6;5;2;3;1;2;Mi trabajo si o si debe llevarse fuera de la casa, por ese motivo me quede sin trabajo ya que era por contratacion de servicios, hacia visitas domiciliarias a las personas que iban a ingresar a trabajar a x o y empresa;3;3;3;3;3;4;3;2;1;5;3;5;3;3;3;3;3;4;5;3;0;0;0;1;0
1589;1;1;1;1;2;19;Colombia;2;1;1;1;1;5;1;1;6;6;6;5;4;11;1;1;1;1;1;1;1;0;1;0;1;0;NA;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;5;3;5;2;2;2;3;1;2;2;1;2;2;4;2;2;3;2;6;2;1;2;2;2;4;3;1;1;1;1;1;2;4;1;6;6;6;1;4;1;1;1;5;4;2;2;3;3;1;1;3;1;4;NA;2;2;1;2;2;1;1;1;1;3;2;2;4;4;4;5;5;4;2;3;0;0;0;1;0
1590;1;1;1;1;1;38;Colombia;4;1;1;1;2;6;1;1;6;6;6;6;4;NA;1;0;1;1;0;1;1;0;0;0;1;0;NA;2;NA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1591;1;1;1;1;2;25;Colombia;4;2;4;1;2;6;1;1;6;6;6;6;6;19;0;0;1;1;1;1;1;1;1;0;0;0;NA;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;no;1;4;6;1;1;4;1;2;2;2;1;2;2;4;NA;3;4;5;4;5;1;1;1;1;4;3;2;1;1;4;2;3;5;5;1;1;1;5;5;1;1;1;1;1;1;1;1;1;6;6;5;2;1;NA;2;2;2;3;3;3;3;2;1;3;3;5;2;3;3;3;3;3;3;3;0;0;0;1;0
1592;1;1;1;1;2;20;Italy;4;2;2;1;1;5;1;1;6;1;6;6;6;21;1;1;1;1;1;1;1;1;1;0;1;0;NA;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;NA;5;3;6;2;1;1;1;1;2;2;1;2;2;1;1;1;6;5;1;3;1;1;1;4;1;1;1;1;1;2;5;1;4;1;4;5;5;1;1;1;1;1;6;1;1;1;1;1;1;1;5;6;3;NA;1;1;2;2;3;1;1;1;1;2;1;3;3;3;3;4;3;1;1;2;0;0;0;1;0
1593;1;1;1;1;2;42;Colombia;8;1;1;1;1;6;1;1;6;6;6;6;6;12;0;0;1;1;1;1;0;0;0;0;0;0;NA;2;90;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;6;6;6;1;1;1;4;1;1;2;1;2;2;1;1;1;6;6;1;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;6;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;6;NA;1;1;1;1;1;1;1;1;1;3;1;3;5;5;5;5;5;1;1;3;0;0;0;1;0
1594;1;1;1;1;1;20;Colombia;4;1;4;1;1;1;1;1;5;5;3;5;4;20;0;0;1;1;1;1;1;0;1;0;1;0;NA;3;4;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;3;NA;5;3;5;4;1;1;1;1;2;2;1;2;2;4;6;5;1;5;6;3;2;2;7;7;3;5;3;7;7;6;2;2;2;5;1;2;2;5;5;2;1;2;5;4;5;5;6;6;6;4;3;4;1;NA;2;2;4;2;1;2;2;1;1;1;3;3;1;2;4;3;3;4;4;3;0;0;0;1;0
1595;1;1;1;1;2;23;Colombia;4;2;4;1;1;6;1;1;5;4;5;4;4;13;1;0;1;1;1;0;1;0;1;0;1;0;NA;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;5;3;4;2;1;1;2;2;2;2;1;2;2;1;1;1;1;1;5;2;1;1;1;4;1;1;1;1;1;4;1;1;1;1;5;5;5;1;4;1;1;1;4;1;1;4;1;4;1;1;1;1;1;NA;2;1;2;2;2;1;1;1;1;1;2;2;3;3;2;4;3;3;2;3;0;0;0;1;0
1596;1;1;1;1;1;41;Colombia;4;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1597;1;1;1;1;2;40;Colombia;5;1;1;1;3;6;1;1;6;6;6;6;6;NA;0;0;1;1;0;1;0;0;0;0;1;0;NA;1;NA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1598;1;1;1;1;1;22;Colombia;4;2;4;1;1;6;1;1;5;5;5;5;5;14;1;1;1;1;1;1;0;0;0;0;1;0;NA;3;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;este aislamiento ha generado cerca de mi entorno social mucha ansiedad varias personas me han solicitado ayuda por sentimientos de tristeza trastornos del sueño y pensamientos catastróficos y ya he escuchado sobre 3 casos de suicidio;4;3;4;4;3;2;2;1;2;2;1;2;1;4;5;5;4;4;5;5;5;5;5;4;4;4;4;4;4;6;2;4;5;1;7;6;6;5;5;4;4;2;7;2;2;2;2;2;2;2;2;2;2;NA;2;2;3;3;2;3;3;2;1;1;3;4;4;4;3;4;3;4;3;3;0;0;0;1;0
1599;1;1;1;1;2;24;Colombia;4;1;1;1;1;6;1;1;6;5;5;4;6;13;0;0;0;1;0;1;0;0;0;0;1;0;NA;2;3;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;2;NA;6;5;3;1;1;4;5;1;2;2;1;2;2;4;5;4;3;3;4;5;5;5;3;4;5;5;4;4;2;2;5;6;6;6;3;5;2;5;6;2;4;3;4;4;4;4;5;5;5;4;2;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1600;1;1;1;1;2;51;Colombia;5;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1601;1;1;1;1;2;37;Israel;8;1;1;1;2;5;1;1;6;6;6;6;6;15;1;0;1;1;1;0;1;0;0;0;1;0;NA;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;should be created pedagogy campaigns to guide people in how to invest their free time during quarantine the best way possible;6;6;6;1;1;2;5;2;1;2;2;2;2;2;2;2;5;5;2;5;2;2;2;2;2;2;2;2;2;5;2;2;2;2;5;5;5;5;2;2;2;5;5;2;2;2;5;5;2;5;2;5;2;NA;1;1;1;1;1;1;1;1;1;2;2;3;5;5;2;5;5;2;2;2;0;0;0;1;0
1602;1;1;1;1;2;24;Thailand;4;1;3;2;4;5;1;2;5;6;6;6;6;1;1;0;1;1;0;1;0;0;0;0;1;0;NA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;NA;6;5;6;2;1;2;6;2;2;2;1;2;1;5;3;1;4;6;4;7;4;7;5;7;7;7;7;7;4;6;7;4;3;1;6;7;6;7;3;7;4;7;7;4;4;2;5;2;2;2;5;4;6;NA;4;2;4;4;4;1;3;1;1;4;5;5;1;2;5;2;2;3;3;2;0;0;0;1;0
1603;1;1;1;1;2;23;Colombia;8;2;4;1;1;6;1;2;5;5;5;5;5;0;1;1;1;1;0;1;1;0;1;0;1;0;NA;3;5;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;4;NA;6;5;6;2;1;1;1;1;2;2;1;2;2;5;4;1;4;5;3;5;1;1;2;1;4;5;1;1;1;5;1;1;5;1;6;6;4;3;5;1;1;2;4;5;3;3;6;1;1;1;6;4;3;NA;2;2;1;3;4;1;1;2;1;2;2;5;2;3;3;3;3;2;2;3;0;0;0;1;0
1604;1;1;1;1;2;50;Colombia;5;1;1;1;1;6;1;1;6;6;6;6;6;NA;0;0;0;1;1;1;1;0;1;0;1;0;NA;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;sensibilizando a los ciudadanos por diferentes medios de comunicacion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1605;1;1;1;1;1;34;Colombia;5;1;3;1;2;6;6;6;6;6;6;6;6;15;1;1;1;1;1;1;0;0;0;0;1;0;NA;1;70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;no;6;6;6;1;1;1;6;1;2;2;1;2;1;4;5;5;1;1;7;1;7;7;5;4;4;7;7;7;7;7;1;7;7;5;NA;7;7;7;7;7;7;6;7;6;6;6;6;4;6;5;6;5;1;No;4;4;4;NA;4;4;4;4;4;5;5;5;5;5;5;5;5;5;NA;3;0;0;0;1;0
1607;1;1;1;1;2;28;Colombia;8;2;2;1;3;6;1;1;5;5;5;6;5;8;0;0;1;1;0;1;1;0;1;0;0;0;NA;3;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;NA;6;6;6;1;1;2;5;1;2;2;1;2;2;4;5;5;4;3;5;3;2;2;3;3;5;5;3;2;2;2;2;4;5;5;3;5;3;4;5;2;2;4;4;3;2;2;2;3;2;2;2;2;2;NA;2;2;1;2;1;1;2;1;1;4;3;4;3;4;4;4;3;3;3;3;0;0;0;1;0
1608;1;1;1;1;2;37;Colombia;4;1;3;1;1;6;1;1;6;4;6;6;6;22;1;1;0;1;0;1;1;0;0;0;0;0;NA;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;NA;6;4;6;1;1;1;4;1;2;2;1;1;2;4;6;4;4;1;5;2;4;4;4;5;4;5;4;4;5;1;6;5;5;5;3;4;2;5;4;2;2;5;5;5;2;4;4;2;6;4;3;5;2;NA;2;2;4;3;3;1;3;2;1;4;3;5;3;3;4;4;2;3;3;3;0;0;0;1;0
1609;1;1;1;1;1;38;Denmark;5;1;2;2;4;6;1;1;6;5;6;6;6;18;1;1;1;1;0;1;1;0;0;0;0;0;NA;1;3;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;NA;5;4;6;2;1;6;2;1;2;2;1;2;2;4;4;4;4;5;5;3;2;5;6;6;2;5;4;3;3;2;5;4;4;4;3;4;1;4;5;1;1;5;3;2;3;1;3;1;6;4;5;6;1;NA;4;3;1;3;1;1;1;1;1;3;3;4;3;3;3;3;3;3;3;2;0;0;0;1;0
1610;1;1;1;1;2;28;Colombia;4;1;3;1;1;6;1;1;6;5;3;5;6;6;1;1;1;1;0;1;0;0;0;0;1;0;NA;1;5;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;NA;4;5;6;4;2;4;5;1;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1611;1;1;1;1;2;26;Colombia;5;2;4;1;1;6;1;1;6;4;6;6;6;16;1;1;1;1;1;1;0;0;1;0;1;0;NA;3;9;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;2;NA;2;2;4;5;3;2;2;2;2;2;1;2;2;2;2;2;2;5;2;5;2;2;2;2;2;2;2;2;2;5;2;2;2;2;5;5;5;2;2;2;2;2;4;2;2;2;2;2;2;2;4;2;5;NA;1;1;2;2;2;1;1;1;1;2;2;3;3;5;2;5;4;2;1;3;0;0;0;1;0
